Fecha,Hora,Variable,Valor,Unidad,Lugar
42775,6,Velocidad del viento,2.02,m/s,Punta Betin
42775,7,Velocidad del viento,1.65,m/s,Punta Betin
42775,8,Velocidad del viento,2.75,m/s,Punta Betin
42775,9,Velocidad del viento,2.25,m/s,Punta Betin
42775,10,Velocidad del viento,1.67,m/s,Punta Betin
42775,11,Velocidad del viento,5.37,m/s,Punta Betin
42775,12,Velocidad del viento,6.17,m/s,Punta Betin
42775,13,Velocidad del viento,5.73,m/s,Punta Betin
42775,14,Velocidad del viento,7.43,m/s,Punta Betin
42775,15,Velocidad del viento,7.1,m/s,Punta Betin
42775,16,Velocidad del viento,7.47,m/s,Punta Betin
42775,17,Velocidad del viento,8.27,m/s,Punta Betin
42775,18,Velocidad del viento,10.75,m/s,Punta Betin
42775,19,Velocidad del viento,10.83,m/s,Punta Betin
42775,20,Velocidad del viento,11.65,m/s,Punta Betin
42775,21,Velocidad del viento,11,m/s,Punta Betin
42775,22,Velocidad del viento,12.02,m/s,Punta Betin
42775,23,Velocidad del viento,12.43,m/s,Punta Betin
42776,0,Velocidad del viento,13.6,m/s,Punta Betin
42776,1,Velocidad del viento,13.87,m/s,Punta Betin
42776,2,Velocidad del viento,13.77,m/s,Punta Betin
42776,3,Velocidad del viento,14.45,m/s,Punta Betin
42776,4,Velocidad del viento,13.22,m/s,Punta Betin
42776,5,Velocidad del viento,12.6,m/s,Punta Betin
42776,6,Velocidad del viento,12.83,m/s,Punta Betin
42776,7,Velocidad del viento,14.3,m/s,Punta Betin
42776,8,Velocidad del viento,14.62,m/s,Punta Betin
42776,9,Velocidad del viento,14.33,m/s,Punta Betin
42776,10,Velocidad del viento,10.65,m/s,Punta Betin
42776,11,Velocidad del viento,10.93,m/s,Punta Betin
42776,12,Velocidad del viento,10.57,m/s,Punta Betin
42776,13,Velocidad del viento,9.75,m/s,Punta Betin
42776,14,Velocidad del viento,9.35,m/s,Punta Betin
42776,15,Velocidad del viento,9.93,m/s,Punta Betin
42776,16,Velocidad del viento,12.02,m/s,Punta Betin
42776,17,Velocidad del viento,14.13,m/s,Punta Betin
42776,18,Velocidad del viento,13.82,m/s,Punta Betin
42776,19,Velocidad del viento,12.5,m/s,Punta Betin
42776,20,Velocidad del viento,12.88,m/s,Punta Betin
42776,21,Velocidad del viento,13.27,m/s,Punta Betin
42776,22,Velocidad del viento,15.07,m/s,Punta Betin
42776,23,Velocidad del viento,14.78,m/s,Punta Betin
42777,0,Velocidad del viento,13.83,m/s,Punta Betin
42777,1,Velocidad del viento,13.87,m/s,Punta Betin
42777,2,Velocidad del viento,13.43,m/s,Punta Betin
42777,3,Velocidad del viento,14.83,m/s,Punta Betin
42777,4,Velocidad del viento,15.77,m/s,Punta Betin
42777,5,Velocidad del viento,15.7,m/s,Punta Betin
42777,6,Velocidad del viento,16.63,m/s,Punta Betin
42777,7,Velocidad del viento,17.2,m/s,Punta Betin
42777,8,Velocidad del viento,15.5,m/s,Punta Betin
42777,9,Velocidad del viento,14.35,m/s,Punta Betin
42777,10,Velocidad del viento,13.47,m/s,Punta Betin
42777,11,Velocidad del viento,12.72,m/s,Punta Betin
42777,12,Velocidad del viento,11.35,m/s,Punta Betin
42777,13,Velocidad del viento,11.23,m/s,Punta Betin
42777,14,Velocidad del viento,12.42,m/s,Punta Betin
42777,15,Velocidad del viento,11.32,m/s,Punta Betin
42777,16,Velocidad del viento,11.53,m/s,Punta Betin
42777,17,Velocidad del viento,10.9,m/s,Punta Betin
42777,18,Velocidad del viento,10.88,m/s,Punta Betin
42777,19,Velocidad del viento,10.65,m/s,Punta Betin
42777,20,Velocidad del viento,12.08,m/s,Punta Betin
42777,21,Velocidad del viento,12.45,m/s,Punta Betin
42777,22,Velocidad del viento,13.63,m/s,Punta Betin
42777,23,Velocidad del viento,14.02,m/s,Punta Betin
42778,0,Velocidad del viento,13.3,m/s,Punta Betin
42778,1,Velocidad del viento,11.8,m/s,Punta Betin
42778,2,Velocidad del viento,10.85,m/s,Punta Betin
42778,3,Velocidad del viento,9.82,m/s,Punta Betin
42778,4,Velocidad del viento,10.72,m/s,Punta Betin
42778,5,Velocidad del viento,10.82,m/s,Punta Betin
42778,6,Velocidad del viento,10.97,m/s,Punta Betin
42778,7,Velocidad del viento,12.57,m/s,Punta Betin
42778,8,Velocidad del viento,11.8,m/s,Punta Betin
42778,9,Velocidad del viento,11.37,m/s,Punta Betin
42778,10,Velocidad del viento,9.28,m/s,Punta Betin
42778,11,Velocidad del viento,6.3,m/s,Punta Betin
42778,12,Velocidad del viento,6.8,m/s,Punta Betin
42778,13,Velocidad del viento,8.38,m/s,Punta Betin
42778,14,Velocidad del viento,8.13,m/s,Punta Betin
42778,15,Velocidad del viento,8.8,m/s,Punta Betin
42778,16,Velocidad del viento,8.62,m/s,Punta Betin
42778,17,Velocidad del viento,8.53,m/s,Punta Betin
42778,18,Velocidad del viento,8.07,m/s,Punta Betin
42778,19,Velocidad del viento,9.43,m/s,Punta Betin
42778,20,Velocidad del viento,9.58,m/s,Punta Betin
42778,21,Velocidad del viento,9,m/s,Punta Betin
42778,22,Velocidad del viento,8.75,m/s,Punta Betin
42778,23,Velocidad del viento,5.97,m/s,Punta Betin
42779,0,Velocidad del viento,5.75,m/s,Punta Betin
42779,1,Velocidad del viento,2.92,m/s,Punta Betin
42779,2,Velocidad del viento,3.57,m/s,Punta Betin
42779,3,Velocidad del viento,2.53,m/s,Punta Betin
42779,4,Velocidad del viento,2.57,m/s,Punta Betin
42779,5,Velocidad del viento,2.53,m/s,Punta Betin
42779,6,Velocidad del viento,2.2,m/s,Punta Betin
42779,7,Velocidad del viento,1.67,m/s,Punta Betin
42779,8,Velocidad del viento,1.17,m/s,Punta Betin
42779,9,Velocidad del viento,1.52,m/s,Punta Betin
42779,10,Velocidad del viento,2.63,m/s,Punta Betin
42779,11,Velocidad del viento,3.13,m/s,Punta Betin
42779,12,Velocidad del viento,4.02,m/s,Punta Betin
42779,13,Velocidad del viento,6.72,m/s,Punta Betin
42779,14,Velocidad del viento,7.58,m/s,Punta Betin
42779,15,Velocidad del viento,6.68,m/s,Punta Betin
42779,16,Velocidad del viento,5.65,m/s,Punta Betin
42779,17,Velocidad del viento,4.93,m/s,Punta Betin
42779,18,Velocidad del viento,3.72,m/s,Punta Betin
42779,19,Velocidad del viento,3.98,m/s,Punta Betin
42779,20,Velocidad del viento,5.08,m/s,Punta Betin
42779,21,Velocidad del viento,4.67,m/s,Punta Betin
42779,22,Velocidad del viento,4.28,m/s,Punta Betin
42779,23,Velocidad del viento,1.82,m/s,Punta Betin
42780,0,Velocidad del viento,1.03,m/s,Punta Betin
42780,1,Velocidad del viento,1.43,m/s,Punta Betin
42780,2,Velocidad del viento,1.88,m/s,Punta Betin
42780,3,Velocidad del viento,3.2,m/s,Punta Betin
42780,4,Velocidad del viento,2.22,m/s,Punta Betin
42780,5,Velocidad del viento,1.4,m/s,Punta Betin
42780,6,Velocidad del viento,1.32,m/s,Punta Betin
42780,7,Velocidad del viento,1.33,m/s,Punta Betin
42780,8,Velocidad del viento,3.07,m/s,Punta Betin
42780,9,Velocidad del viento,3.27,m/s,Punta Betin
42780,10,Velocidad del viento,3.18,m/s,Punta Betin
42780,11,Velocidad del viento,5.38,m/s,Punta Betin
42780,12,Velocidad del viento,6.43,m/s,Punta Betin
42780,13,Velocidad del viento,7.83,m/s,Punta Betin
42780,14,Velocidad del viento,7.2,m/s,Punta Betin
42780,15,Velocidad del viento,6.73,m/s,Punta Betin
42780,16,Velocidad del viento,5.82,m/s,Punta Betin
42780,17,Velocidad del viento,4.6,m/s,Punta Betin
42780,18,Velocidad del viento,3.57,m/s,Punta Betin
42780,19,Velocidad del viento,3.13,m/s,Punta Betin
42780,20,Velocidad del viento,2.13,m/s,Punta Betin
42780,21,Velocidad del viento,1.88,m/s,Punta Betin
42780,22,Velocidad del viento,2.65,m/s,Punta Betin
42780,23,Velocidad del viento,2.55,m/s,Punta Betin
42781,0,Velocidad del viento,2,m/s,Punta Betin
42781,1,Velocidad del viento,1.08,m/s,Punta Betin
42781,2,Velocidad del viento,1.92,m/s,Punta Betin
42781,3,Velocidad del viento,2.58,m/s,Punta Betin
42781,4,Velocidad del viento,2.97,m/s,Punta Betin
42781,5,Velocidad del viento,3.18,m/s,Punta Betin
42781,6,Velocidad del viento,4.05,m/s,Punta Betin
42781,7,Velocidad del viento,3.83,m/s,Punta Betin
42781,8,Velocidad del viento,2.13,m/s,Punta Betin
42781,9,Velocidad del viento,1.58,m/s,Punta Betin
42781,10,Velocidad del viento,1.18,m/s,Punta Betin
42781,11,Velocidad del viento,3.75,m/s,Punta Betin
42781,12,Velocidad del viento,4.68,m/s,Punta Betin
42781,13,Velocidad del viento,5,m/s,Punta Betin
42781,14,Velocidad del viento,5.73,m/s,Punta Betin
42781,15,Velocidad del viento,6.47,m/s,Punta Betin
42781,16,Velocidad del viento,7.52,m/s,Punta Betin
42781,17,Velocidad del viento,7.88,m/s,Punta Betin
42781,18,Velocidad del viento,4.43,m/s,Punta Betin
42781,19,Velocidad del viento,4.07,m/s,Punta Betin
42781,20,Velocidad del viento,3.03,m/s,Punta Betin
42781,21,Velocidad del viento,2.65,m/s,Punta Betin
42781,22,Velocidad del viento,3.03,m/s,Punta Betin
42781,23,Velocidad del viento,2.77,m/s,Punta Betin
42782,0,Velocidad del viento,1.17,m/s,Punta Betin
42782,1,Velocidad del viento,2.1,m/s,Punta Betin
42782,2,Velocidad del viento,3.72,m/s,Punta Betin
42782,3,Velocidad del viento,0.78,m/s,Punta Betin
42782,4,Velocidad del viento,2.07,m/s,Punta Betin
42782,5,Velocidad del viento,1.83,m/s,Punta Betin
42782,6,Velocidad del viento,2.32,m/s,Punta Betin
42782,7,Velocidad del viento,0.93,m/s,Punta Betin
42782,8,Velocidad del viento,1.82,m/s,Punta Betin
42782,9,Velocidad del viento,1.8,m/s,Punta Betin
42782,10,Velocidad del viento,3.18,m/s,Punta Betin
42782,11,Velocidad del viento,2.5,m/s,Punta Betin
42782,12,Velocidad del viento,3.5,m/s,Punta Betin
42782,13,Velocidad del viento,5.28,m/s,Punta Betin
42782,14,Velocidad del viento,4.48,m/s,Punta Betin
42782,15,Velocidad del viento,7.17,m/s,Punta Betin
42782,16,Velocidad del viento,6.83,m/s,Punta Betin
42782,17,Velocidad del viento,6.42,m/s,Punta Betin
42782,18,Velocidad del viento,3.42,m/s,Punta Betin
42782,19,Velocidad del viento,1.67,m/s,Punta Betin
42782,20,Velocidad del viento,4.42,m/s,Punta Betin
42782,21,Velocidad del viento,3.63,m/s,Punta Betin
42782,22,Velocidad del viento,4.32,m/s,Punta Betin
42782,23,Velocidad del viento,3.38,m/s,Punta Betin
42783,0,Velocidad del viento,4.68,m/s,Punta Betin
42783,1,Velocidad del viento,4.37,m/s,Punta Betin
42783,2,Velocidad del viento,2.97,m/s,Punta Betin
42783,3,Velocidad del viento,2.88,m/s,Punta Betin
42783,4,Velocidad del viento,3.07,m/s,Punta Betin
42783,5,Velocidad del viento,2.32,m/s,Punta Betin
42783,6,Velocidad del viento,2.23,m/s,Punta Betin
42783,7,Velocidad del viento,1.83,m/s,Punta Betin
42783,8,Velocidad del viento,1.05,m/s,Punta Betin
42783,9,Velocidad del viento,2.68,m/s,Punta Betin
42783,10,Velocidad del viento,2.63,m/s,Punta Betin
42783,11,Velocidad del viento,2.1,m/s,Punta Betin
42783,12,Velocidad del viento,2.47,m/s,Punta Betin
42783,13,Velocidad del viento,2.75,m/s,Punta Betin
42783,14,Velocidad del viento,4.18,m/s,Punta Betin
42783,15,Velocidad del viento,5.75,m/s,Punta Betin
42783,16,Velocidad del viento,5.37,m/s,Punta Betin
42783,17,Velocidad del viento,4.43,m/s,Punta Betin
42783,18,Velocidad del viento,3.52,m/s,Punta Betin
42783,19,Velocidad del viento,4,m/s,Punta Betin
42783,20,Velocidad del viento,5.42,m/s,Punta Betin
42783,21,Velocidad del viento,5.48,m/s,Punta Betin
42783,22,Velocidad del viento,5.62,m/s,Punta Betin
42783,23,Velocidad del viento,3.07,m/s,Punta Betin
42784,0,Velocidad del viento,6.63,m/s,Punta Betin
42784,1,Velocidad del viento,6.9,m/s,Punta Betin
42784,2,Velocidad del viento,6.77,m/s,Punta Betin
42784,3,Velocidad del viento,6.57,m/s,Punta Betin
42784,4,Velocidad del viento,5.3,m/s,Punta Betin
42784,5,Velocidad del viento,3.57,m/s,Punta Betin
42784,6,Velocidad del viento,3.97,m/s,Punta Betin
42784,7,Velocidad del viento,3.78,m/s,Punta Betin
42784,8,Velocidad del viento,2.58,m/s,Punta Betin
42784,9,Velocidad del viento,3.92,m/s,Punta Betin
42784,10,Velocidad del viento,3.85,m/s,Punta Betin
42784,11,Velocidad del viento,4.15,m/s,Punta Betin
42784,12,Velocidad del viento,4.25,m/s,Punta Betin
42784,13,Velocidad del viento,7.17,m/s,Punta Betin
42784,14,Velocidad del viento,6.53,m/s,Punta Betin
42784,15,Velocidad del viento,5.77,m/s,Punta Betin
42784,16,Velocidad del viento,5.52,m/s,Punta Betin
42784,17,Velocidad del viento,7.78,m/s,Punta Betin
42784,18,Velocidad del viento,10.02,m/s,Punta Betin
42784,19,Velocidad del viento,9.85,m/s,Punta Betin
42784,20,Velocidad del viento,6.45,m/s,Punta Betin
42784,21,Velocidad del viento,4.9,m/s,Punta Betin
42784,22,Velocidad del viento,5.65,m/s,Punta Betin
42784,23,Velocidad del viento,6.52,m/s,Punta Betin
42785,0,Velocidad del viento,4.08,m/s,Punta Betin
42785,1,Velocidad del viento,3.52,m/s,Punta Betin
42785,2,Velocidad del viento,1.93,m/s,Punta Betin
42785,3,Velocidad del viento,2.5,m/s,Punta Betin
42785,4,Velocidad del viento,2.78,m/s,Punta Betin
42785,5,Velocidad del viento,2.83,m/s,Punta Betin
42785,6,Velocidad del viento,2.03,m/s,Punta Betin
42785,7,Velocidad del viento,3.02,m/s,Punta Betin
42785,8,Velocidad del viento,2.45,m/s,Punta Betin
42785,9,Velocidad del viento,2.58,m/s,Punta Betin
42785,10,Velocidad del viento,2.9,m/s,Punta Betin
42785,11,Velocidad del viento,4.5,m/s,Punta Betin
42785,12,Velocidad del viento,6.15,m/s,Punta Betin
42785,13,Velocidad del viento,6.2,m/s,Punta Betin
42785,14,Velocidad del viento,7.47,m/s,Punta Betin
42785,15,Velocidad del viento,7,m/s,Punta Betin
42785,16,Velocidad del viento,5.27,m/s,Punta Betin
42785,17,Velocidad del viento,5.45,m/s,Punta Betin
42785,18,Velocidad del viento,4.77,m/s,Punta Betin
42785,19,Velocidad del viento,3.78,m/s,Punta Betin
42785,20,Velocidad del viento,4.42,m/s,Punta Betin
42785,21,Velocidad del viento,4.48,m/s,Punta Betin
42785,22,Velocidad del viento,4.5,m/s,Punta Betin
42785,23,Velocidad del viento,4.67,m/s,Punta Betin
42786,0,Velocidad del viento,3.68,m/s,Punta Betin
42786,1,Velocidad del viento,3.83,m/s,Punta Betin
42786,2,Velocidad del viento,2.73,m/s,Punta Betin
42786,3,Velocidad del viento,2.1,m/s,Punta Betin
42786,4,Velocidad del viento,2.68,m/s,Punta Betin
42786,5,Velocidad del viento,2.27,m/s,Punta Betin
42786,6,Velocidad del viento,1.97,m/s,Punta Betin
42786,7,Velocidad del viento,1.03,m/s,Punta Betin
42786,8,Velocidad del viento,2.47,m/s,Punta Betin
42786,9,Velocidad del viento,3.12,m/s,Punta Betin
42786,10,Velocidad del viento,2.88,m/s,Punta Betin
42786,11,Velocidad del viento,3.08,m/s,Punta Betin
42786,12,Velocidad del viento,6.28,m/s,Punta Betin
42786,13,Velocidad del viento,7.6,m/s,Punta Betin
42786,14,Velocidad del viento,6.87,m/s,Punta Betin
42786,15,Velocidad del viento,8.53,m/s,Punta Betin
42786,16,Velocidad del viento,6.55,m/s,Punta Betin
42786,17,Velocidad del viento,5.1,m/s,Punta Betin
42786,18,Velocidad del viento,4.95,m/s,Punta Betin
42786,19,Velocidad del viento,4.87,m/s,Punta Betin
42786,20,Velocidad del viento,5.32,m/s,Punta Betin
42786,21,Velocidad del viento,5.23,m/s,Punta Betin
42786,22,Velocidad del viento,5.13,m/s,Punta Betin
42786,23,Velocidad del viento,5.42,m/s,Punta Betin
42787,0,Velocidad del viento,5.65,m/s,Punta Betin
42787,1,Velocidad del viento,5.88,m/s,Punta Betin
42787,2,Velocidad del viento,5.67,m/s,Punta Betin
42787,3,Velocidad del viento,6.58,m/s,Punta Betin
42787,4,Velocidad del viento,4.2,m/s,Punta Betin
42787,5,Velocidad del viento,3.37,m/s,Punta Betin
42787,6,Velocidad del viento,2.93,m/s,Punta Betin
42787,7,Velocidad del viento,1.72,m/s,Punta Betin
42787,8,Velocidad del viento,1.97,m/s,Punta Betin
42787,9,Velocidad del viento,3.07,m/s,Punta Betin
42787,10,Velocidad del viento,3.58,m/s,Punta Betin
42787,11,Velocidad del viento,2.87,m/s,Punta Betin
42787,12,Velocidad del viento,3.07,m/s,Punta Betin
42787,13,Velocidad del viento,5.3,m/s,Punta Betin
42787,14,Velocidad del viento,5.8,m/s,Punta Betin
42787,15,Velocidad del viento,7.5,m/s,Punta Betin
42787,16,Velocidad del viento,9.88,m/s,Punta Betin
42787,17,Velocidad del viento,7.68,m/s,Punta Betin
42787,18,Velocidad del viento,4.9,m/s,Punta Betin
42787,19,Velocidad del viento,3.88,m/s,Punta Betin
42787,20,Velocidad del viento,3.77,m/s,Punta Betin
42787,21,Velocidad del viento,3.1,m/s,Punta Betin
42787,22,Velocidad del viento,4.92,m/s,Punta Betin
42787,23,Velocidad del viento,4.37,m/s,Punta Betin
42788,0,Velocidad del viento,2.95,m/s,Punta Betin
42788,1,Velocidad del viento,3.68,m/s,Punta Betin
42788,2,Velocidad del viento,3.82,m/s,Punta Betin
42788,3,Velocidad del viento,1.83,m/s,Punta Betin
42788,4,Velocidad del viento,1.52,m/s,Punta Betin
42788,5,Velocidad del viento,1.35,m/s,Punta Betin
42788,6,Velocidad del viento,1.27,m/s,Punta Betin
42788,7,Velocidad del viento,0.95,m/s,Punta Betin
42788,8,Velocidad del viento,1.15,m/s,Punta Betin
42788,9,Velocidad del viento,1.92,m/s,Punta Betin
42788,10,Velocidad del viento,2.05,m/s,Punta Betin
42788,11,Velocidad del viento,2.03,m/s,Punta Betin
42788,12,Velocidad del viento,3.38,m/s,Punta Betin
42788,13,Velocidad del viento,3.78,m/s,Punta Betin
42788,14,Velocidad del viento,4.47,m/s,Punta Betin
42788,15,Velocidad del viento,5.48,m/s,Punta Betin
42788,16,Velocidad del viento,6.25,m/s,Punta Betin
42788,17,Velocidad del viento,6.4,m/s,Punta Betin
42788,18,Velocidad del viento,5.7,m/s,Punta Betin
42788,19,Velocidad del viento,5.83,m/s,Punta Betin
42788,20,Velocidad del viento,5.32,m/s,Punta Betin
42788,21,Velocidad del viento,4.67,m/s,Punta Betin
42788,22,Velocidad del viento,4.48,m/s,Punta Betin
42788,23,Velocidad del viento,2.97,m/s,Punta Betin
42789,0,Velocidad del viento,1.55,m/s,Punta Betin
42789,1,Velocidad del viento,1.02,m/s,Punta Betin
42789,2,Velocidad del viento,1,m/s,Punta Betin
42789,3,Velocidad del viento,1.2,m/s,Punta Betin
42789,4,Velocidad del viento,2.52,m/s,Punta Betin
42789,5,Velocidad del viento,3.42,m/s,Punta Betin
42789,6,Velocidad del viento,2.25,m/s,Punta Betin
42789,7,Velocidad del viento,1.6,m/s,Punta Betin
42789,8,Velocidad del viento,2.65,m/s,Punta Betin
42789,9,Velocidad del viento,5.43,m/s,Punta Betin
42789,10,Velocidad del viento,5.75,m/s,Punta Betin
42789,11,Velocidad del viento,4.83,m/s,Punta Betin
42789,12,Velocidad del viento,1.98,m/s,Punta Betin
42789,13,Velocidad del viento,1.45,m/s,Punta Betin
42789,14,Velocidad del viento,2.45,m/s,Punta Betin
42789,15,Velocidad del viento,2.42,m/s,Punta Betin
42789,16,Velocidad del viento,2.48,m/s,Punta Betin
42789,17,Velocidad del viento,2.43,m/s,Punta Betin
42789,18,Velocidad del viento,2.62,m/s,Punta Betin
42789,19,Velocidad del viento,1.98,m/s,Punta Betin
42789,20,Velocidad del viento,1.45,m/s,Punta Betin
42789,21,Velocidad del viento,1.23,m/s,Punta Betin
42789,22,Velocidad del viento,1.68,m/s,Punta Betin
42789,23,Velocidad del viento,1.18,m/s,Punta Betin
42790,0,Velocidad del viento,1.05,m/s,Punta Betin
42790,1,Velocidad del viento,1.77,m/s,Punta Betin
42790,2,Velocidad del viento,1.7,m/s,Punta Betin
42790,3,Velocidad del viento,2.02,m/s,Punta Betin
42790,4,Velocidad del viento,1.32,m/s,Punta Betin
42790,5,Velocidad del viento,1.88,m/s,Punta Betin
42790,6,Velocidad del viento,2.68,m/s,Punta Betin
42790,7,Velocidad del viento,2.12,m/s,Punta Betin
42790,8,Velocidad del viento,1.55,m/s,Punta Betin
42790,9,Velocidad del viento,2.68,m/s,Punta Betin
42790,10,Velocidad del viento,2.68,m/s,Punta Betin
42790,11,Velocidad del viento,2.85,m/s,Punta Betin
42790,12,Velocidad del viento,3.18,m/s,Punta Betin
42790,13,Velocidad del viento,2.73,m/s,Punta Betin
42790,14,Velocidad del viento,1.78,m/s,Punta Betin
42790,15,Velocidad del viento,3.22,m/s,Punta Betin
42790,16,Velocidad del viento,4.45,m/s,Punta Betin
42790,17,Velocidad del viento,5.72,m/s,Punta Betin
42790,18,Velocidad del viento,6.97,m/s,Punta Betin
42790,19,Velocidad del viento,4.68,m/s,Punta Betin
42790,20,Velocidad del viento,4.52,m/s,Punta Betin
42790,21,Velocidad del viento,5.17,m/s,Punta Betin
42790,22,Velocidad del viento,7.65,m/s,Punta Betin
42790,23,Velocidad del viento,5.55,m/s,Punta Betin
42791,0,Velocidad del viento,5.35,m/s,Punta Betin
42791,1,Velocidad del viento,5.4,m/s,Punta Betin
42791,2,Velocidad del viento,2.27,m/s,Punta Betin
42791,3,Velocidad del viento,2.22,m/s,Punta Betin
42791,4,Velocidad del viento,1.58,m/s,Punta Betin
42791,5,Velocidad del viento,2.15,m/s,Punta Betin
42791,6,Velocidad del viento,1.7,m/s,Punta Betin
42791,7,Velocidad del viento,1.42,m/s,Punta Betin
42791,8,Velocidad del viento,2.32,m/s,Punta Betin
42791,9,Velocidad del viento,3.32,m/s,Punta Betin
42791,10,Velocidad del viento,2.75,m/s,Punta Betin
42791,11,Velocidad del viento,2.92,m/s,Punta Betin
42791,12,Velocidad del viento,2.37,m/s,Punta Betin
42791,13,Velocidad del viento,7.58,m/s,Punta Betin
42791,14,Velocidad del viento,8.85,m/s,Punta Betin
42791,15,Velocidad del viento,8.78,m/s,Punta Betin
42791,16,Velocidad del viento,6.95,m/s,Punta Betin
42791,17,Velocidad del viento,8.78,m/s,Punta Betin
42791,18,Velocidad del viento,8,m/s,Punta Betin
42791,19,Velocidad del viento,7.32,m/s,Punta Betin
42791,20,Velocidad del viento,8.33,m/s,Punta Betin
42791,21,Velocidad del viento,10.9,m/s,Punta Betin
42791,22,Velocidad del viento,12.17,m/s,Punta Betin
42791,23,Velocidad del viento,7.35,m/s,Punta Betin
42792,0,Velocidad del viento,7.13,m/s,Punta Betin
42792,1,Velocidad del viento,3.77,m/s,Punta Betin
42792,2,Velocidad del viento,3.07,m/s,Punta Betin
42792,3,Velocidad del viento,1.87,m/s,Punta Betin
42792,4,Velocidad del viento,1.95,m/s,Punta Betin
42792,5,Velocidad del viento,2.82,m/s,Punta Betin
42792,6,Velocidad del viento,3.4,m/s,Punta Betin
42792,7,Velocidad del viento,2.37,m/s,Punta Betin
42792,8,Velocidad del viento,2.25,m/s,Punta Betin
42792,9,Velocidad del viento,3.6,m/s,Punta Betin
42792,10,Velocidad del viento,6.18,m/s,Punta Betin
42792,11,Velocidad del viento,8.83,m/s,Punta Betin
42792,12,Velocidad del viento,9.42,m/s,Punta Betin
42792,13,Velocidad del viento,6.02,m/s,Punta Betin
42792,14,Velocidad del viento,6.87,m/s,Punta Betin
42792,15,Velocidad del viento,7.32,m/s,Punta Betin
42792,16,Velocidad del viento,8.37,m/s,Punta Betin
42792,17,Velocidad del viento,9.28,m/s,Punta Betin
42792,18,Velocidad del viento,11.42,m/s,Punta Betin
42792,19,Velocidad del viento,11.57,m/s,Punta Betin
42792,20,Velocidad del viento,11.15,m/s,Punta Betin
42792,21,Velocidad del viento,9.35,m/s,Punta Betin
42792,22,Velocidad del viento,9.73,m/s,Punta Betin
42792,23,Velocidad del viento,9.98,m/s,Punta Betin
42793,0,Velocidad del viento,13.12,m/s,Punta Betin
42793,1,Velocidad del viento,13.1,m/s,Punta Betin
42793,2,Velocidad del viento,13.2,m/s,Punta Betin
42793,3,Velocidad del viento,11.9,m/s,Punta Betin
42793,4,Velocidad del viento,11.28,m/s,Punta Betin
42793,5,Velocidad del viento,9.48,m/s,Punta Betin
42793,6,Velocidad del viento,2.5,m/s,Punta Betin
42793,7,Velocidad del viento,4.17,m/s,Punta Betin
42793,8,Velocidad del viento,7.13,m/s,Punta Betin
42793,9,Velocidad del viento,7.72,m/s,Punta Betin
42793,10,Velocidad del viento,6.63,m/s,Punta Betin
42793,11,Velocidad del viento,5.92,m/s,Punta Betin
42793,12,Velocidad del viento,7.83,m/s,Punta Betin
42793,13,Velocidad del viento,7.03,m/s,Punta Betin
42793,14,Velocidad del viento,8.8,m/s,Punta Betin
42793,15,Velocidad del viento,10.92,m/s,Punta Betin
42793,16,Velocidad del viento,10.88,m/s,Punta Betin
42793,17,Velocidad del viento,8.62,m/s,Punta Betin
42793,18,Velocidad del viento,8.43,m/s,Punta Betin
42793,19,Velocidad del viento,10.72,m/s,Punta Betin
42793,20,Velocidad del viento,14.4,m/s,Punta Betin
42793,21,Velocidad del viento,15.28,m/s,Punta Betin
42793,22,Velocidad del viento,14.4,m/s,Punta Betin
42793,23,Velocidad del viento,13.48,m/s,Punta Betin
42794,0,Velocidad del viento,12.42,m/s,Punta Betin
42794,1,Velocidad del viento,11.45,m/s,Punta Betin
42794,2,Velocidad del viento,10.28,m/s,Punta Betin
42794,3,Velocidad del viento,10.13,m/s,Punta Betin
42794,4,Velocidad del viento,14.68,m/s,Punta Betin
42794,5,Velocidad del viento,12.32,m/s,Punta Betin
42794,6,Velocidad del viento,13.08,m/s,Punta Betin
42794,7,Velocidad del viento,13.75,m/s,Punta Betin
42794,8,Velocidad del viento,14.9,m/s,Punta Betin
42794,9,Velocidad del viento,15.65,m/s,Punta Betin
42794,10,Velocidad del viento,14.92,m/s,Punta Betin
42794,11,Velocidad del viento,11.22,m/s,Punta Betin
42794,12,Velocidad del viento,7.92,m/s,Punta Betin
42794,13,Velocidad del viento,9.88,m/s,Punta Betin
42794,14,Velocidad del viento,11.43,m/s,Punta Betin
42794,15,Velocidad del viento,12.58,m/s,Punta Betin
42794,16,Velocidad del viento,13.22,m/s,Punta Betin
42794,17,Velocidad del viento,14.08,m/s,Punta Betin
42794,18,Velocidad del viento,12.45,m/s,Punta Betin
42794,19,Velocidad del viento,13.52,m/s,Punta Betin
42794,20,Velocidad del viento,12.53,m/s,Punta Betin
42794,21,Velocidad del viento,7.5,m/s,Punta Betin
42794,22,Velocidad del viento,11,m/s,Punta Betin
42794,23,Velocidad del viento,10.95,m/s,Punta Betin
42795,0,Velocidad del viento,11.88,m/s,Punta Betin
42795,1,Velocidad del viento,11.83,m/s,Punta Betin
42795,2,Velocidad del viento,13.07,m/s,Punta Betin
42795,3,Velocidad del viento,13.47,m/s,Punta Betin
42795,4,Velocidad del viento,12.95,m/s,Punta Betin
42795,5,Velocidad del viento,14.25,m/s,Punta Betin
42795,6,Velocidad del viento,13.82,m/s,Punta Betin
42795,7,Velocidad del viento,13.18,m/s,Punta Betin
